,link,reviews,score,star,short_name
York Hotel (SG Clean Certified),https://www.agoda.com/en-us/york-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,16752,7.7,0,york-hotel
five/6 Hotel Splendour (SG Clean Certified),https://www.agoda.com/en-us/five-6-hotel-splendour/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1716,8.2,4,five-6-hotel-splendour
Nostalgia Hotel (SG Clean Certified),"https://www.agoda.com/en-us/nostalgia-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",2057,8.1,4,nostalgia-hotel
Villa Samadhi Singapore by Samadhi,https://www.agoda.com/en-us/villa-samadhi-singapore-by-samadhi/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,647,8.5,5,villa-samadhi-singapore-by-samadhi
ONE15 Marina Sentosa Cove Singapore (SG Clean Certified),https://www.agoda.com/en-us/one15-marina-sentosa-cove-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-24&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=ee1d8175-335c-4a17-a75b-fa58a537a0ee,3744,8.1,0,one15-marina-sentosa-cove-singapore
Crowne Plaza Changi Airport,https://www.agoda.com/en-us/crowne-plaza-changi-airport/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,10067,8.7,5,crowne-plaza-changi-airport
Orchard Rendezvous Hotel by Far East Hospitality (SG Clean Certified),https://www.agoda.com/en-us/orchard-rendezvous-hotel-by-far-east-hospitality/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,7925,7.9,0,orchard-rendezvous-hotel-by-far-east-hospitality
Hotel Clover 769 North Bridge Road,https://www.agoda.com/en-us/hotel-clover-769-north-bridge-road/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,610,8.2,4,hotel-clover-769-north-bridge-road
Hotel Supreme,https://www.agoda.com/en-us/hotel-supreme/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,6811,6.4,3,hotel-supreme
Hotel Bencoolen @ Hong Kong Street (SG Clean Certified ),https://www.agoda.com/en-us/hotel-bencoolen-hong-kong-street/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1243,8.5,0,hotel-bencoolen-hong-kong-street
The Keong Saik Hotel,"https://www.agoda.com/en-us/the-keong-saik-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",3233,8,0,the-keong-saik-hotel
Venue Hotel,https://www.agoda.com/en-us/venue-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3745,7.3,3,venue-hotel
J8 Hotel (SG Clean Certified),https://www.agoda.com/en-us/j8-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3669,7.6,0,j8-hotel
Mayo Inn (Staycation Approved),"https://www.agoda.com/en-us/mayo-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c",556,7.6,0,mayo-inn
Venue Hotel The Lily,https://www.agoda.com/en-us/venue-hotel-the-lily/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3168,7.6,0,venue-hotel-the-lily
The Great Madras,https://www.agoda.com/en-us/the-great-madras/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=4&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,576,7.4,4,the-great-madras
Darlene Hotel,https://www.agoda.com/en-us/darlene-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452,711,0,2,darlene-hotel
Mandarin Oriental Singapore,https://www.agoda.com/en-us/mandarin-oriental-singapore_9/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,1491,9,5,mandarin-oriental-singapore_9
The Sultan (SG Clean),https://www.agoda.com/en-us/the-sultan/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1461,8.1,3,the-sultan
Hotel Yan (SG Clean),https://www.agoda.com/en-us/hotel-yan/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1588,8.1,3,hotel-yan
Santa Grand Hotel East Coast (SG Clean),https://www.agoda.com/en-us/santa-grand-hotel-east-coast/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3537,7.7,0,santa-grand-hotel-east-coast
Hotel 81 Premier Hollywood (SG Clean Certified),https://www.agoda.com/en-us/hotel-81-premier-hollywood/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3340,7.3,2,hotel-81-premier-hollywood
Hotel Royal @ Queens (SG Clean Certified),https://www.agoda.com/en-us/hotel-royal-queens/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1679,7.5,0,hotel-royal-queens
ST Signature Tanjong Pagar,"https://www.agoda.com/en-us/st-signature-tanjong-pagar/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=6,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",461,8.6,0,st-signature-tanjong-pagar
Arcadia Hotel,https://www.agoda.com/en-us/arcadia-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=4&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,411,8.2,4,arcadia-hotel
"Aerotel Transit Hotel, Terminal 1",https://www.agoda.com/en-us/aerotel-transit-hotel-terminal-1_6/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,5061,8.2,0,aerotel-transit-hotel-terminal-1_6
The Fullerton Bay Hotel,https://www.agoda.com/en-us/the-fullerton-bay-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,1064,9.2,0,the-fullerton-bay-hotel
ST Signature Jalan Besar SG Clean,"https://www.agoda.com/en-us/st-signature-jalan-besar-h11098315/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",188,8.4,3,st-signature-jalan-besar-h11098315
Hotel NuVe Elements Clarke Quay - SG Clean Certified,https://www.agoda.com/en-us/hotel-nuve-elements-clarke-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,123,8.2,0,hotel-nuve-elements-clarke-quay
Hotel Classic by Venue (SG Clean Certified),https://www.agoda.com/en-us/hotel-classic-by-venue/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,2266,8.3,0,hotel-classic-by-venue
Tai Hoe Hotel (SG Clean Certified),"https://www.agoda.com/en-us/tai-hoe-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",2266,7.5,0,tai-hoe-hotel
"Aqueen Hotel Lavender (SG Clean, Staycation Approved)",https://www.agoda.com/en-us/aqueen-hotel-lavender/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,2700,7.2,0,aqueen-hotel-lavender
"PARKROYAL COLLECTION Pickering, Singapore","https://www.agoda.com/en-us/parkroyal-on-pickering/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",6859,8.9,5,parkroyal-on-pickering
Hotel Bencoolen (SG Clean Certified),https://www.agoda.com/en-us/hotel-bencoolen/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,4470,7.1,0,hotel-bencoolen
Hotel 1888 Collection (SG Clean),https://www.agoda.com/en-us/hotel-1888-collection_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1339,8.3,0,hotel-1888-collection_2
Hotel 81 Orchid (SG Clean Certified),https://www.agoda.com/en-us/hotel-81-orchid_14/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,362,7.9,2,hotel-81-orchid_14
K Hotel,https://www.agoda.com/en-us/k-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=3&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,681,5.6,3,k-hotel
Four Chain View Hotel,https://www.agoda.com/en-us/four-chain-view-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,937,6.5,2,four-chain-view-hotel
K Hotel 8,https://www.agoda.com/en-us/k-hotel-8/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,52,0,3,k-hotel-8
La Mode (Sophia) Hotel,https://www.agoda.com/en-us/la-mode-sophia-hotel/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-7&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=821e04ba-57a7-40e0-aad0-3db4543aa158,578,7.1,2,la-mode-sophia-hotel
ibis budget Singapore West Coast (SG Clean Certified),https://www.agoda.com/en-us/fragrance-hotel-waterfront/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,1781,0,2,fragrance-hotel-waterfront
Meriton Hotel,https://www.agoda.com/en-us/meriton-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,692,5.6,2,meriton-hotel
JH Hotel,https://www.agoda.com/en-us/jh-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,146,0,0,jh-hotel
Hotel Fuji,https://www.agoda.com/en-us/oyo-103-hotel-fuji/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,498,0,0,oyo-103-hotel-fuji
Spacepod@hive,https://www.agoda.com/en-us/spacepod-hive/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,488,8.3,2,spacepod-hive
Pasir Panjang Inn,https://www.agoda.com/en-us/pasir-panjang-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-13&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=ba29bd0a-b865-443d-90d0-c8b024bcbbb0,520,6.5,2,pasir-panjang-inn
New Orchid Hotel,https://www.agoda.com/en-us/new-orchid-hotel_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,146,5.3,2,new-orchid-hotel_2
Hotel 81 Palace (SG Clean Certified),https://www.agoda.com/en-us/hotel-81-palace/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,3053,6.7,2,hotel-81-palace
South East Asia Hotel,https://www.agoda.com/en-us/south-east-asia-hotel_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,187,6.8,2,south-east-asia-hotel_2
ibis budget Singapore Sapphire (SG Clean Certified),https://www.agoda.com/en-us/fragrance-hotel-sapphire/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,4558,7.3,2,fragrance-hotel-sapphire
The Inn at Temple Street Hotel,"https://www.agoda.com/en-us/the-inn-at-temple-street-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-26&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=761cb31b-0e12-44e8-8c2d-7af14b232644",3062,7.2,0,the-inn-at-temple-street-hotel
RM Hotel (SG Clean Certified),https://www.agoda.com/en-us/rm-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,243,7.6,3,rm-hotel
Jamilla Boutique Inn,https://www.agoda.com/en-us/jamilla-boutique-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,981,6.9,0,jamilla-boutique-inn
S Inn Chinatown,"https://www.agoda.com/en-us/beds-and-dreams-inn-chinatown/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=6,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",1392,8,2,beds-and-dreams-inn-chinatown
D'Hotel Singapore (SG Clean),https://www.agoda.com/en-us/d-hotel-singapore-sg-clean/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,57,8,4,d-hotel-singapore-sg-clean
